x,y,z,rx,ry,rz
140,70,60,90.87,88.96,60.0
140,70,70,90.87,82.72,70.0
140,70,80,90.87,76.39,80.0
140,70,90,90.87,70.0,90.0
140,70,100,90.87,70.0,80.0
140,70,110,90.87,70.0,70.0
140,70,120,90.87,70.0,60.0
140,70,130,90.87,70.0,50.0
140,70,140,90.87,70.0,40.0
140,70,150,90.87,70.0,30.0
140,70,160,90.87,70.0,20.0
140,70,170,90.87,70.0,10.0
140,70,180,90.87,70.0,-0.0
140,80,0,87.73,100.0,0.0
140,80,10,87.73,100.0,10.0
140,80,20,87.73,100.0,20.0
140,80,30,87.73,100.0,30.0
140,80,40,87.73,100.0,40.0
140,80,50,87.73,100.0,50.0
140,80,60,90.87,98.96,60.0
140,80,70,90.87,92.72,70.0
140,80,80,90.87,86.39,80.0
140,80,90,90.87,80.0,90.0
140,80,100,90.87,80.0,80.0
140,80,110,90.87,80.0,70.0
140,80,120,90.87,80.0,60.0
140,80,130,90.87,80.0,50.0
140,80,140,90.87,80.0,40.0
140,80,150,90.87,80.0,30.0
140,80,160,90.87,80.0,20.0
140,80,170,90.87,80.0,10.0
140,80,180,90.87,80.0,0.0
140,90,0,87.73,90.0,0.0
140,90,10,87.73,90.0,10.0
140,90,20,87.73,90.0,20.0
140,90,30,87.73,90.0,30.0
140,90,40,87.73,90.0,40.0
140,90,50,87.73,90.0,50.0
140,90,60,87.73,90.0,60.0
140,90,70,87.73,90.0,70.0
140,90,80,87.73,90.0,80.0
140,90,90,90.87,90.0,90.0
140,90,100,90.87,90.0,80.0
140,90,110,90.87,90.0,70.0
140,90,120,90.87,90.0,60.0
140,90,130,90.87,90.0,50.0
140,90,140,90.87,90.0,40.0
140,90,150,90.87,90.0,30.0
140,90,160,90.87,90.0,20.0
140,90,170,90.87,90.0,10.0
140,90,180,90.87,90.0,0.0
140,100,0,87.73,80.0,0.0
140,100,10,87.73,80.0,10.0
140,100,20,87.73,80.0,20.0
140,100,30,87.73,80.0,30.0
140,100,40,87.73,80.0,40.0
140,100,50,87.73,80.0,50.0
140,100,60,87.73,80.0,60.0
140,100,70,87.73,80.0,70.0
140,100,80,87.73,80.0,80.0
140,100,90,87.73,80.0,90.0
140,100,100,87.73,86.39,80.0
140,100,110,87.73,92.72,70.0
140,100,120,87.73,98.96,60.0
140,100,130,90.87,100.0,50.0
140,100,140,90.87,100.0,40.0
140,100,150,90.87,100.0,30.0
140,100,160,90.87,100.0,20.0
140,100,170,90.87,100.0,10.0
140,100,180,90.87,100.0,0.0
140,110,0,87.73,70.0,0.0
140,110,10,87.73,70.0,10.0
140,110,20,87.73,70.0,20.0
140,110,30,87.73,70.0,30.0
140,110,40,87.73,70.0,40.0
140,110,50,87.73,70.0,50.0
140,110,60,87.73,70.0,60.0
140,110,70,87.73,70.0,70.0
140,110,80,87.73,70.0,80.0
140,110,90,87.73,70.0,90.0
140,110,100,87.73,76.39,80.0
140,110,110,87.73,82.72,70.0
140,110,120,87.73,88.96,60.0
140,110,130,87.73,95.04,50.0
140,110,140,87.73,100.91,40.0
140,110,150,87.73,106.48,30.0
140,110,160,90.87,110.0,20.0
140,110,170,90.87,110.0,10.0
140,110,180,90.87,110.0,-0.0
140,120,0,87.73,60.0,0.0
140,120,10,87.73,60.0,10.0
140,120,20,87.73,60.0,20.0
140,120,30,87.73,60.0,30.0
140,120,40,87.73,60.0,40.0
140,120,50,87.73,60.0,50.0
140,120,60,87.73,60.0,60.0
140,120,70,87.73,60.0,70.0
140,120,80,87.73,60.0,80.0
140,120,90,87.73,60.0,90.0
140,120,100,87.73,66.39,80.0
140,120,110,87.73,72.72,70.0
140,120,120,87.73,78.96,60.0
140,120,130,87.73,85.04,50.0
140,120,140,87.73,90.91,40.0
140,120,150,87.73,96.48,30.0
140,120,160,87.73,101.65,20.0
140,120,170,87.73,106.33,10.0
140,120,180,87.73,110.34,-0.0
140,130,0,87.73,50.0,0.0
140,130,10,87.73,50.0,10.0
140,130,20,87.73,50.0,20.0
140,130,30,87.73,50.0,30.0
140,130,40,87.73,50.0,40.0
140,130,50,87.73,50.0,50.0
140,130,60,87.73,50.0,60.0
140,130,70,87.73,50.0,70.0
140,130,80,87.73,50.0,80.0
140,130,90,87.73,50.0,
140,130,100,87.73,56.39,80.0
140,130,110,87.73,62.72,70.0
140,130,120,87.73,68.96,60.0
140,130,130,87.73,75.04,50.0
140,130,140,87.73,80.91,40.0
140,130,150,87.73,86.48,30.0
140,130,160,87.73,91.65,20.0
140,130,170,87.73,96.33,10.0
140,130,180,87.73,100.34,0.0
140,140,0,87.73,40.0,0.0
140,140,10,87.73,40.0,10.0
140,140,20,87.73,40.0,20.0
140,140,30,87.73,40.0,30.0
140,140,40,87.73,40.0,40.0
140,140,50,87.73,40.0,50.0
140,140,60,87.73,40.0,60.0
140,140,70,87.73,40.0,70.0
140,140,80,87.73,40.0,80.0
140,140,90,87.73,40.0,90.0
140,140,100,87.73,46.39,80.0
140,140,110,87.73,52.72,70.0
140,140,120,87.73,58.96,60.0
140,140,130,87.73,65.04,50.0
140,140,140,87.73,70.91,40.0
140,140,150,87.73,76.48,30.0
140,140,160,87.73,81.65,20.0
140,140,170,87.73,86.33,10.0
140,140,180,87.73,90.34,-0.0
140,150,0,87.73,30.0,-0.0
140,150,10,87.73,30.0,10.0
140,150,20,87.73,30.0,20.0
140,150,30,87.73,30.0,30.0
140,150,40,87.73,30.0,40.0
140,150,50,87.73,30.0,50.0
140,150,60,87.73,30.0,60.0
140,150,70,87.73,30.0,70.0
140,150,80,87.73,30.0,80.0
140,150,90,87.73,30.0,90.0
140,150,100,87.73,36.39,80.0
140,150,110,87.73,42.72,70.0
140,150,120,87.73,48.96,60.0
140,150,130,87.73,55.04,50.0
140,150,140,87.73,60.91,40.0
140,150,150,87.73,66.48,30.0
140,150,160,87.73,71.65,20.0
140,150,170,87.73,76.33,10.0
140,150,180,87.73,80.34,-0.0
140,160,0,87.73,20.0,-0.0
140,160,10,87.73,20.0,10.0
140,160,20,87.73,20.0,20.0
140,160,30,87.73,20.0,30.0
140,160,40,87.73,20.0,40.0
140,160,50,87.73,20.0,50.0
140,160,60,87.73,20.0,60.0
140,160,70,87.73,20.0,70.0
140,160,80,87.73,20.0,80.0
140,160,90,87.73,20.0,90.0
140,160,100,87.73,26.39,80.0
140,160,110,87.73,32.72,70.0
140,160,120,87.73,38.96,60.0
140,160,130,87.73,45.04,50.0
140,160,140,87.73,50.91,40.0
140,160,150,87.73,56.48,30.0
140,160,160,87.73,61.65,20.0
140,160,170,87.73,66.33,10.0
140,160,180,87.73,70.34,0.0
140,170,0,87.73,10.0,0.0
140,170,10,87.73,10.0,10.0
140,170,20,87.73,10.0,20.0
140,170,30,87.73,10.0,30.0
140,170,40,87.73,10.0,40.0
140,170,50,87.73,10.0,50.0
140,170,60,87.73,10.0,60.0
140,170,70,87.73,10.0,70.0
140,170,80,87.73,10.0,80.0
140,170,90,87.73,10.0,90.0
140,170,100,87.73,16.39,80.0
140,170,110,87.73,22.72,70.0
140,170,120,87.73,28.96,60.0
140,170,130,87.73,35.04,50.0
140,170,140,87.73,40.91,40.0
140,170,150,87.73,46.48,30.0
140,170,160,87.73,51.65,20.0
140,170,170,87.73,56.33,10.0
140,170,180,87.73,60.34,0.0
140,180,0,87.73,0.0,0.0
140,180,10,87.73,0.0,10.0
140,180,20,87.73,0.0,20.0
140,180,30,87.73,0.0,30.0
140,180,40,87.73,0.0,40.0
140,180,50,87.73,0.0,50.0
140,180,60,87.73,-0.0,60.0
140,180,70,87.73,0.0,70.0
140,180,80,87.73,0.0,80.0
140,180,90,87.73,0.0,
140,180,100,87.73,6.39,80.0
140,180,110,87.73,12.72,70.0
140,180,120,87.73,18.96,60.0
140,180,130,87.73,25.04,50.0
140,180,140,87.73,30.91,40.0
140,180,150,87.73,36.48,30.0
140,180,160,87.73,41.65,20.0
140,180,170,87.73,46.33,10.0
140,180,180,87.73,50.34,0.0
150,0,0,91.05,50.34,0.0
150,0,10,91.05,46.33,10.0
150,0,20,91.05,41.65,20.0
150,0,30,91.05,36.48,30.0
150,0,40,91.05,30.91,40.0
150,0,50,91.05,25.04,50.0
150,0,60,91.05,18.96,60.0
150,0,70,91.05,12.72,70.0
150,0,80,91.05,6.39,80.0
150,0,90,,Unreachable: 목표 좌표가 팔 길이보다 멉니다.,
150,0,100,91.05,-0.0,80.0
150,0,110,91.05,0.0,70.0
150,0,120,91.05,0.0,60.0
150,0,130,91.05,-0.0,50.0
150,0,140,91.05,0.0,40.0
150,0,150,91.05,-0.0,30.0
150,0,160,91.05,0.0,20.0
150,0,170,91.05,0.0,10.0
150,0,180,91.05,0.0,0.0
150,10,0,91.05,60.34,0.0
150,10,10,91.05,56.33,10.0
150,10,20,91.05,51.65,20.0
150,10,30,91.05,46.48,30.0
150,10,40,91.05,40.91,40.0
150,10,50,91.05,35.04,50.0
150,10,60,91.05,28.96,60.0
150,10,70,91.05,22.72,70.0
150,10,80,91.05,16.39,80.0
150,10,90,91.05,10.0,90.0
150,10,100,91.05,10.0,80.0
150,10,110,91.05,10.0,70.0
150,10,120,91.05,10.0,60.0
150,10,130,91.05,10.0,50.0
150,10,140,91.05,10.0,40.0
150,10,150,91.05,10.0,30.0
150,10,160,91.05,10.0,20.0
150,10,170,91.05,10.0,10.0
150,10,180,91.05,10.0,0.0
150,20,0,91.05,70.34,0.0
150,20,10,91.05,66.33,10.0
150,20,20,91.05,61.65,20.0
150,20,30,91.05,56.48,30.0
150,20,40,91.05,50.91,40.0
150,20,50,91.05,45.04,50.0
150,20,60,91.05,38.96,60.0
150,20,70,91.05,32.72,70.0
150,20,80,91.05,26.39,80.0
150,20,90,91.05,20.0,
150,20,100,91.05,20.0,80.0
150,20,110,91.05,20.0,70.0
150,20,120,91.05,20.0,60.0
150,20,130,91.05,20.0,50.0
150,20,140,91.05,20.0,40.0
150,20,150,91.05,20.0,30.0
150,20,160,91.05,20.0,20.0
150,20,170,91.05,20.0,10.0
150,20,180,91.05,20.0,0.0
150,30,0,91.05,80.34,-0.0
150,30,10,91.05,76.33,10.0
150,30,20,91.05,71.65,20.0
150,30,30,91.05,66.48,30.0
150,30,40,91.05,60.91,40.0
150,30,50,91.05,55.04,50.0
150,30,60,91.05,48.96,60.0
150,30,70,91.05,42.72,70.0
150,30,80,91.05,36.39,80.0
150,30,90,91.05,30.0,90.0
150,30,100,91.05,30.0,80.0
150,30,110,91.05,30.0,70.0
150,30,120,91.05,30.0,60.0
150,30,130,91.05,30.0,50.0
150,30,140,91.05,30.0,40.0
150,30,150,91.05,30.0,30.0
150,30,160,91.05,30.0,20.0
150,30,170,91.05,30.0,10.0
150,30,180,91.05,30.0,0.0
150,40,0,91.05,90.34,-0.0
150,40,10,91.05,86.33,10.0
150,40,20,91.05,81.65,20.0
150,40,30,91.05,76.48,30.0
150,40,40,91.05,70.91,40.0
150,40,50,91.05,65.04,50.0
150,40,60,91.05,58.96,60.0
150,40,70,91.05,52.72,70.0
150,40,80,91.05,46.39,80.0
150,40,90,91.05,40.0,90.0
150,40,100,91.05,40.0,80.0
150,40,110,91.05,40.0,70.0
150,40,120,91.05,40.0,60.0
150,40,130,91.05,40.0,50.0
150,40,140,91.05,40.0,40.0
150,40,150,91.05,40.0,30.0
150,40,160,91.05,40.0,20.0
150,40,170,91.05,40.0,10.0
150,40,180,91.05,40.0,0.0
150,50,0,91.05,100.34,0.0
150,50,10,91.05,96.33,10.0
150,50,20,91.05,91.65,20.0
150,50,30,91.05,86.48,30.0
150,50,40,91.05,80.91,40.0
150,50,50,91.05,75.04,50.0
150,50,60,91.05,68.96,60.0
150,50,70,91.05,62.72,70.0
150,50,80,91.05,56.39,80.0
150,50,90,91.05,50.0,
150,50,100,91.05,50.0,80.0
150,50,110,91.05,50.0,70.0
150,50,120,91.05,50.0,60.0
150,50,130,91.05,50.0,50.0
150,50,140,91.05,50.0,40.0
150,50,150,91.05,50.0,30.0
150,50,160,91.05,50.0,20.0
150,50,170,91.05,50.0,10.0
150,50,180,91.05,50.0,0.0
150,60,0,91.05,110.34,0.0
150,60,10,91.05,106.33,10.0
150,60,20,91.05,101.65,20.0
150,60,30,91.05,96.48,30.0
150,60,40,91.05,90.91,40.0
150,60,50,91.05,85.04,50.0
150,60,60,91.05,78.96,60.0
150,60,70,91.05,72.72,70.0
150,60,80,91.05,66.39,80.0
150,60,90,91.05,60.0,90.0
150,60,100,91.05,60.0,80.0
150,60,110,91.05,60.0,70.0
150,60,120,91.05,60.0,60.0
150,60,130,91.05,60.0,50.0
150,60,140,91.05,60.0,40.0
150,60,150,91.05,60.0,30.0
150,60,160,91.05,60.0,20.0
150,60,170,91.05,60.0,10.0
150,60,180,91.05,60.0,0.0
150,70,0,87.91,110.0,-0.0
150,70,10,87.91,110.0,10.0
150,70,20,87.91,110.0,20.0
150,70,30,91.05,106.48,30.0
150,70,40,91.05,100.91,40.0
150,70,50,91.05,95.04,50.0
150,70,60,91.05,88.96,60.0
150,70,70,91.05,82.72,70.0
150,70,80,91.05,76.39,80.0
150,70,90,91.05,70.0,90.0
150,70,100,91.05,70.0,80.0
150,70,110,91.05,70.0,70.0
150,70,120,91.05,70.0,60.0
150,70,130,91.05,70.0,50.0
150,70,140,91.05,70.0,40.0
150,70,150,91.05,70.0,30.0
150,70,160,91.05,70.0,20.0
150,70,170,91.05,70.0,10.0
150,70,180,91.05,70.0,-0.0
150,80,0,87.91,100.0,0.0
150,80,10,87.91,100.0,10.0
150,80,20,87.91,100.0,20.0
150,80,30,87.91,100.0,30.0
150,80,40,87.91,100.0,40.0
150,80,50,87.91,100.0,50.0
150,80,60,91.05,98.96,60.0
150,80,70,91.05,92.72,70.0
150,80,80,91.05,86.39,80.0
150,80,90,91.05,80.0,90.0
150,80,100,91.05,80.0,80.0
150,80,110,91.05,80.0,70.0
150,80,120,91.05,80.0,60.0
150,80,130,91.05,80.0,50.0
150,80,140,91.05,80.0,40.0
150,80,150,91.05,80.0,30.0
150,80,160,91.05,80.0,20.0
150,80,170,91.05,80.0,10.0
150,80,180,91.05,80.0,0.0
150,90,0,87.91,90.0,0.0
150,90,10,87.91,90.0,10.0
150,90,20,87.91,90.0,20.0
150,90,30,87.91,90.0,30.0
150,90,40,87.91,90.0,40.0
150,90,50,87.91,90.0,50.0
150,90,60,87.91,90.0,60.0
150,90,70,87.91,90.0,70.0
150,90,80,87.91,90.0,80.0
150,90,90,91.05,90.0,90.0
150,90,100,91.05,90.0,80.0
150,90,110,91.05,90.0,70.0
150,90,120,91.05,90.0,60.0
150,90,130,91.05,90.0,50.0
150,90,140,91.05,90.0,40.0
150,90,150,91.05,90.0,30.0
150,90,160,91.05,90.0,20.0
150,90,170,91.05,90.0,10.0
150,90,180,91.05,90.0,0.0
150,100,0,87.91,80.0,0.0
150,100,10,87.91,80.0,10.0
150,100,20,87.91,80.0,20.0
150,100,30,87.91,80.0,30.0
150,100,40,87.91,80.0,40.0
150,100,50,87.91,80.0,50.0
150,100,60,87.91,80.0,60.0
150,100,70,87.91,80.0,70.0
150,100,80,87.91,80.0,80.0
150,100,90,87.91,80.0,90.0
150,100,100,87.91,86.39,80.0
150,100,110,87.91,92.72,70.0
150,100,120,87.91,98.96,60.0
150,100,130,91.05,100.0,50.0
150,100,140,91.05,100.0,40.0
150,100,150,91.05,100.0,30.0
150,100,160,91.05,100.0,20.0
150,100,170,91.05,100.0,10.0
150,100,180,91.05,100.0,0.0
150,110,0,87.91,70.0,0.0
150,110,10,87.91,70.0,10.0
150,110,20,87.91,70.0,20.0
150,110,30,87.91,70.0,30.0
150,110,40,87.91,70.0,40.0
150,110,50,87.91,70.0,50.0
150,110,60,87.91,70.0,60.0
150,110,70,87.91,70.0,70.0
150,110,80,87.91,70.0,80.0
150,110,90,87.91,70.0,90.0
150,110,100,87.91,76.39,80.0
150,110,110,87.91,82.72,70.0
150,110,120,87.91,88.96,60.0
150,110,130,87.91,95.04,50.0
150,110,140,87.91,100.91,40.0
150,110,150,87.91,106.48,30.0
150,110,160,91.05,110.0,20.0
150,110,170,91.05,110.0,10.0
150,110,180,91.05,110.0,-0.0
150,120,0,87.91,60.0,0.0
150,120,10,87.91,60.0,10.0
150,120,20,87.91,60.0,20.0
150,120,30,87.91,60.0,30.0
150,120,40,87.91,60.0,40.0
150,120,50,87.91,60.0,50.0
150,120,60,87.91,60.0,60.0
150,120,70,87.91,60.0,70.0
150,120,80,87.91,60.0,80.0
150,120,90,87.91,60.0,90.0
150,120,100,87.91,66.39,80.0
150,120,110,87.91,72.72,70.0
150,120,120,87.91,78.96,60.0
150,120,130,87.91,85.04,50.0
150,120,140,87.91,90.91,40.0
150,120,150,87.91,96.48,30.0
150,120,160,87.91,101.65,20.0
150,120,170,87.91,106.33,10.0
150,120,180,87.91,110.34,-0.0
150,130,0,87.91,50.0,0.0
150,130,10,87.91,50.0,10.0
150,130,20,87.91,50.0,20.0
150,130,30,87.91,50.0,30.0
150,130,40,87.91,50.0,40.0
150,130,50,87.91,50.0,50.0
150,130,60,87.91,50.0,60.0
150,130,70,87.91,50.0,70.0
150,130,80,87.91,50.0,80.0
150,130,90,87.91,50.0,
150,130,100,87.91,56.39,80.0
150,130,110,87.91,62.72,70.0
150,130,120,87.91,68.96,60.0
150,130,130,87.91,75.04,50.0
150,130,140,87.91,80.91,40.0
150,130,150,87.91,86.48,30.0
150,130,160,87.91,91.65,20.0
150,130,170,87.91,96.33,10.0
150,130,180,87.91,100.34,0.0
150,140,0,87.91,40.0,0.0
150,140,10,87.91,40.0,10.0
150,140,20,87.91,40.0,20.0
150,140,30,87.91,40.0,30.0
150,140,40,87.91,40.0,40.0
150,140,50,87.91,40.0,50.0
150,140,60,87.91,40.0,60.0
150,140,70,87.91,40.0,70.0
150,140,80,87.91,40.0,80.0
150,140,90,87.91,40.0,90.0
150,140,100,87.91,46.39,80.0
150,140,110,87.91,52.72,70.0
150,140,120,87.91,58.96,60.0
150,140,130,87.91,65.04,50.0
150,140,140,87.91,70.91,40.0
150,140,150,87.91,76.48,30.0
150,140,160,87.91,81.65,20.0
150,140,170,87.91,86.33,10.0
150,140,180,87.91,90.34,-0.0
150,150,0,87.91,30.0,-0.0
150,150,10,87.91,30.0,10.0
150,150,20,87.91,30.0,20.0
150,150,30,87.91,30.0,30.0
150,150,40,87.91,30.0,40.0
150,150,50,87.91,30.0,50.0
150,150,60,87.91,30.0,60.0
150,150,70,87.91,30.0,70.0
150,150,80,87.91,30.0,80.0
150,150,90,87.91,30.0,90.0
150,150,100,87.91,36.39,80.0
150,150,110,87.91,42.72,70.0
150,150,120,87.91,48.96,60.0
150,150,130,87.91,55.04,50.0
150,150,140,87.91,60.91,40.0
150,150,150,87.91,66.48,30.0
150,150,160,87.91,71.65,20.0
150,150,170,87.91,76.33,10.0
150,150,180,87.91,80.34,-0.0
150,160,0,87.91,20.0,-0.0
150,160,10,87.91,20.0,10.0
150,160,20,87.91,20.0,20.0
150,160,30,87.91,20.0,30.0
150,160,40,87.91,20.0,40.0
150,160,50,87.91,20.0,50.0
150,160,60,87.91,20.0,60.0
150,160,70,87.91,20.0,70.0
150,160,80,87.91,20.0,80.0
150,160,90,87.91,20.0,90.0
150,160,100,87.91,26.39,80.0
150,160,110,87.91,32.72,70.0
150,160,120,87.91,38.96,60.0
150,160,130,87.91,45.04,50.0
150,160,140,87.91,50.91,40.0
150,160,150,87.91,56.48,30.0
150,160,160,87.91,61.65,20.0
150,160,170,87.91,66.33,10.0
150,160,180,87.91,70.34,0.0
150,170,0,87.91,10.0,0.0
150,170,10,87.91,10.0,10.0
150,170,20,87.91,10.0,20.0
150,170,30,87.91,10.0,30.0
150,170,40,87.91,10.0,40.0
150,170,50,87.91,10.0,50.0
150,170,60,87.91,10.0,60.0
150,170,70,87.91,10.0,70.0
150,170,80,87.91,10.0,80.0
150,170,90,87.91,10.0,90.0
150,170,100,87.91,16.39,80.0
150,170,110,87.91,22.72,70.0
150,170,120,87.91,28.96,60.0
150,170,130,87.91,35.04,50.0
150,170,140,87.91,40.91,40.0
150,170,150,87.91,46.48,30.0
150,170,160,87.91,51.65,20.0
150,170,170,87.91,56.33,10.0
150,170,180,87.91,60.34,0.0
150,180,0,87.91,0.0,0.0
150,180,10,87.91,0.0,10.0
150,180,20,87.91,0.0,20.0
150,180,30,87.91,0.0,30.0
150,180,40,87.91,0.0,40.0
150,180,50,87.91,0.0,50.0
150,180,60,87.91,-0.0,60.0
150,180,70,87.91,0.0,70.0
150,180,80,87.91,-0.0,80.0
150,180,90,,Unreachable: 목표 좌표가 팔 길이보다 멉니다.,
150,180,100,87.91,6.39,80.0
150,180,110,87.91,12.72,70.0
150,180,120,87.91,18.96,60.0
150,180,130,87.91,25.04,50.0
150,180,140,87.91,30.91,40.0
150,180,150,87.91,36.48,30.0
150,180,160,87.91,41.65,20.0
150,180,170,87.91,46.33,10.0
150,180,180,87.91,50.34,0.0
160,0,0,91.22,50.34,0.0
160,0,10,91.22,46.33,10.0
160,0,20,91.22,41.65,20.0
160,0,30,91.22,36.48,30.0
160,0,40,91.22,30.91,40.0
160,0,50,91.22,25.04,50.0
160,0,60,91.22,18.96,60.0
160,0,70,91.22,12.72,70.0
160,0,80,91.22,6.39,80.0
160,0,90,91.22,0.0,90.0
160,0,100,91.22,-0.0,80.0
160,0,110,91.22,0.0,70.0
160,0,120,91.22,0.0,60.0
160,0,130,91.22,-0.0,50.0
160,0,140,91.22,0.0,40.0
160,0,150,91.22,-0.0,30.0
160,0,160,91.22,0.0,20.0
160,0,170,91.22,0.0,10.0
160,0,180,91.22,0.0,0.0
160,10,0,91.22,60.34,0.0
160,10,10,91.22,56.33,10.0
160,10,20,91.22,51.65,20.0
160,10,30,91.22,46.48,30.0
160,10,40,91.22,40.91,40.0
160,10,50,91.22,35.04,50.0
160,10,60,91.22,28.96,60.0
160,10,70,91.22,22.72,70.0
160,10,80,91.22,16.39,80.0
160,10,90,91.22,10.0,90.0
160,10,100,91.22,10.0,80.0
160,10,110,91.22,10.0,70.0
160,10,120,91.22,10.0,60.0
160,10,130,91.22,10.0,50.0
160,10,140,91.22,10.0,40.0
160,10,150,91.22,10.0,30.0
160,10,160,91.22,10.0,20.0
160,10,170,91.22,10.0,10.0
160,10,180,91.22,10.0,0.0
160,20,0,91.22,70.34,0.0
160,20,10,91.22,66.33,10.0
160,20,20,91.22,61.65,20.0
160,20,30,91.22,56.48,30.0
160,20,40,91.22,50.91,40.0
160,20,50,91.22,45.04,50.0
160,20,60,91.22,38.96,60.0
160,20,70,91.22,32.72,70.0
160,20,80,91.22,26.39,80.0
160,20,90,91.22,20.0,
160,20,100,91.22,20.0,80.0
160,20,110,91.22,20.0,70.0
160,20,120,91.22,20.0,60.0
160,20,130,91.22,20.0,50.0
160,20,140,91.22,20.0,40.0
160,20,150,91.22,20.0,30.0
160,20,160,91.22,20.0,20.0
160,20,170,91.22,20.0,10.0
160,20,180,91.22,20.0,0.0
160,30,0,91.22,80.34,-0.0
160,30,10,91.22,76.33,10.0
160,30,20,91.22,71.65,20.0
160,30,30,91.22,66.48,30.0
160,30,40,91.22,60.91,40.0
160,30,50,91.22,55.04,50.0
160,30,60,91.22,48.96,60.0
160,30,70,91.22,42.72,70.0
160,30,80,91.22,36.39,80.0
160,30,90,91.22,30.0,90.0
160,30,100,91.22,30.0,80.0
160,30,110,91.22,30.0,70.0
160,30,120,91.22,30.0,60.0
160,30,130,91.22,30.0,50.0
160,30,140,91.22,30.0,40.0
160,30,150,91.22,30.0,30.0
160,30,160,91.22,30.0,20.0
160,30,170,91.22,30.0,10.0
160,30,180,91.22,30.0,0.0
160,40,0,91.22,90.34,-0.0
160,40,10,91.22,86.33,10.0
160,40,20,91.22,81.65,20.0
160,40,30,91.22,76.48,30.0
160,40,40,91.22,70.91,40.0
160,40,50,91.22,65.04,50.0
160,40,60,91.22,58.96,60.0
160,40,70,91.22,52.72,70.0
160,40,80,91.22,46.39,80.0
160,40,90,91.22,40.0,90.0
160,40,100,91.22,40.0,80.0
160,40,110,91.22,40.0,70.0
160,40,120,91.22,40.0,60.0
160,40,130,91.22,40.0,50.0
160,40,140,91.22,40.0,40.0
160,40,150,91.22,40.0,30.0
160,40,160,91.22,40.0,20.0
160,40,170,91.22,40.0,10.0
160,40,180,91.22,40.0,0.0
160,50,0,91.22,100.34,0.0
160,50,10,91.22,96.33,10.0
160,50,20,91.22,91.65,20.0
160,50,30,91.22,86.48,30.0
160,50,40,91.22,80.91,40.0
160,50,50,91.22,75.04,50.0
160,50,60,91.22,68.96,60.0
160,50,70,91.22,62.72,70.0
160,50,80,91.22,56.39,80.0
160,50,90,91.22,50.0,90.0
160,50,100,91.22,50.0,80.0
160,50,110,91.22,50.0,70.0
160,50,120,91.22,50.0,60.0
160,50,130,91.22,50.0,50.0
160,50,140,91.22,50.0,40.0
160,50,150,91.22,50.0,30.0
160,50,160,91.22,50.0,20.0
160,50,170,91.22,50.0,10.0
160,50,180,91.22,50.0,0.0
160,60,0,91.22,110.34,0.0
160,60,10,91.22,106.33,10.0
160,60,20,91.22,101.65,20.0
160,60,30,91.22,96.48,30.0
160,60,40,91.22,90.91,40.0
160,60,50,91.22,85.04,50.0
160,60,60,91.22,78.96,60.0
160,60,70,91.22,72.72,70.0
160,60,80,91.22,66.39,80.0
160,60,90,91.22,60.0,90.0
160,60,100,91.22,60.0,80.0
160,60,110,91.22,60.0,70.0
160,60,120,91.22,60.0,60.0
160,60,130,91.22,60.0,50.0
160,60,140,91.22,60.0,40.0
160,60,150,91.22,60.0,30.0
160,60,160,91.22,60.0,20.0
160,60,170,91.22,60.0,10.0
160,60,180,91.22,60.0,0.0
160,70,0,88.08,110.0,-0.0
160,70,10,88.08,110.0,10.0
160,70,20,88.08,110.0,20.0
160,70,30,91.22,106.48,30.0
160,70,40,91.22,100.91,40.0
160,70,50,91.22,95.04,50.0
160,70,60,91.22,88.96,60.0
160,70,70,91.22,82.72,70.0
160,70,80,91.22,76.39,80.0
160,70,90,91.22,70.0,90.0
160,70,100,91.22,70.0,80.0
160,70,110,91.22,70.0,70.0
160,70,120,91.22,70.0,60.0
160,70,130,91.22,70.0,50.0
160,70,140,91.22,70.0,40.0
160,70,150,91.22,70.0,30.0
160,70,160,91.22,70.0,20.0
160,70,170,91.22,70.0,10.0
160,70,180,91.22,70.0,-0.0
160,80,0,88.08,100.0,0.0
160,80,10,88.08,100.0,10.0
160,80,20,88.08,100.0,20.0
160,80,30,88.08,100.0,30.0
160,80,40,88.08,100.0,40.0
160,80,50,88.08,100.0,50.0
160,80,60,91.22,98.96,60.0
160,80,70,91.22,92.72,70.0
160,80,80,91.22,86.39,80.0
160,80,90,91.22,80.0,90.0
160,80,100,91.22,80.0,80.0
160,80,110,91.22,80.0,70.0
160,80,120,91.22,80.0,60.0
160,80,130,91.22,80.0,50.0
160,80,140,91.22,80.0,40.0
160,80,150,91.22,80.0,30.0
160,80,160,91.22,80.0,20.0
160,80,170,91.22,80.0,10.0
160,80,180,91.22,80.0,-0.0
160,90,0,88.08,90.0,0.0
160,90,10,88.08,90.0,10.0
160,90,20,88.08,90.0,20.0
160,90,30,88.08,90.0,30.0
160,90,40,88.08,90.0,40.0
160,90,50,88.08,90.0,50.0
160,90,60,88.08,90.0,60.0
160,90,70,88.08,90.0,70.0
160,90,80,88.08,90.0,80.0
160,90,90,91.22,90.0,90.0
160,90,100,91.22,90.0,80.0
160,90,110,91.22,90.0,70.0
160,90,120,91.22,90.0,60.0
160,90,130,91.22,90.0,50.0
160,90,140,91.22,90.0,40.0
160,90,150,91.22,90.0,30.0
160,90,160,91.22,90.0,20.0
160,90,170,91.22,90.0,10.0
160,90,180,91.22,90.0,0.0
160,100,0,88.08,80.0,0.0
